"treat","age","edu","black","hisp","married","re74","re75","re78","u74","u75","nodegree","agesq","edusq","re74sq","re75sq","u74black","p_lpm","p_logit"
0,37,15,1,0,0,21551.900390625,19210.19921875,17732.69921875,0,0,0,1369,225,464484410.447422,369031754.024063,0,0.133184166971885,0.00129773811847586
0,41,12,1,0,1,21551.900390625,24885.5,21427,0,0,0,1681,144,464484410.447422,619288110.25,0,-0.0199125581956067,0.000130992293144994
0,35,13,1,0,1,21551.900390625,25959.69921875,26423.19921875,0,0,0,1225,169,464484410.447422,673905983.527969,0,-0.00555477268227917,0.000177016723130937
0,24,14,1,0,1,21869.30078125,26353.5,18767.099609375,0,0,0,576,196,478266316.660782,694506962.25,0,0.0224127480212337,0.000162995825420183
0,26,14,1,0,1,21943.80078125,25959.69921875,36943.19921875,0,0,0,676,196,481530392.727188,673905983.527969,0,0.0174823920400365,0.000181766606651575
0,30,17,1,0,1,22139.69921875,27929,33248.80078125,0,0,0,900,289,490166281.496719,780029041,0,-0.00885433606625678,1.45027533060442e-05
0,25,12,1,0,1,22139.69921875,33300,29554.5,0,0,0,625,144,490166281.496719,1108890000,0,0.00791744813647672,9.30520949602751e-05
0,29,12,1,0,1,22531.599609375,18619.400390625,23643.599609375,0,0,0,841,144,507672980.957188,346682070.906406,0,0.0179901611160858,0.00190339954065848
0,24,12,1,0,0,22531.599609375,26854.80078125,29554.5,0,0,0,576,144,507672980.957188,721180325.000626,0,0.153119944685947,0.00228440173319417
0,31,12,1,0,1,22727.5,1503.86999511719,27781.30078125,0,0,0,961,144,516539256.25,2261624.96221377,0,0.0487433646059475,0.0630061774091615
0,33,12,1,0,1,23511.19921875,14322.599609375,23643.599609375,0,0,0,1089,144,552776488.703751,205136859.570469,0,0.0160643748140484,0.00368993427831583
0,28,16,1,0,1,23511.19921875,16112.900390625,22018.099609375,0,0,0,784,256,552776488.703751,259625558.998203,0,0.022018270887962,0.00040583928801317
0,43,12,1,0,1,23511.19921875,19421.400390625,13559.599609375,0,0,0,1849,144,552776488.703751,377190793.132969,0,-0.0149476640274152,0.000276408797950657
0,37,17,1,0,1,23511.19921875,19693.5,76841.796875,0,0,0,1369,289,552776488.703751,387833942.25,0,-0.0128645307945135,4.22655520258053e-05
0,37,17,1,0,1,23511.19921875,19693.5,76841.796875,0,0,0,1369,289,552776488.703751,387833942.25,0,-0.0128645307945135,4.22655520258053e-05
0,42,12,1,0,0,23511.19921875,21483.900390625,22165.900390625,0,0,0,1764,144,552776488.703751,461557975.994297,0,0.118092326966898,0.00144922085988947
0,26,12,1,0,1,23511.19921875,21483.900390625,31623.30078125,0,0,0,676,144,552776488.703751,461557975.994297,0,0.0213815527262659,0.00110425321448045
0,33,12,1,0,1,23511.19921875,23274.19921875,36943.19921875,0,0,0,1089,144,552776488.703751,541688349.274063,0,0.000721716974086158,0.000558785367181724
0,47,14,1,0,1,23511.19921875,25565.80078125,23974.599609375,0,0,0,2209,196,552776488.703751,653610169.586563,0,-0.028862259884707,1.22744877782444e-05
0,51,12,1,0,1,23511.19921875,25601.599609375,25121.400390625,0,0,0,2601,144,552776488.703751,655441902.55875,0,-0.0389197671273109,9.01408884252659e-06
0,47,12,1,0,1,23511.19921875,32225.80078125,17732.69921875,0,0,0,2209,144,552776488.703751,1038502235.99281,0,-0.0405509361497614,7.27853860716075e-06
0,45,12,1,0,1,24490.80078125,21483.900390625,28076.80078125,0,0,0,2025,144,599799322.906876,461557975.994297,0,-0.0219110536673805,0.000114501327306169
0,35,13,1,0,1,24490.80078125,23274.19921875,25121.400390625,0,0,0,1225,169,599799322.906876,541688349.274063,0,-0.00093559418463793,0.000314100764953457
0,26,14,1,0,1,24490.80078125,25718,26643.400390625,0,0,0,676,196,599799322.906876,661415524,0,0.0184446419141519,0.000193521663647836
0,43,12,1,0,1,24490.80078125,29355.900390625,35465.3984375,0,0,0,1849,144,599799322.906876,861768887.744297,0,-0.0293081446035377,3.4800550014837e-05
0,43,13,1,0,1,24490.80078125,34016.1015625,39898.6015625,0,0,0,1849,169,599799322.906876,1157095165.51031,0,-0.0319274667845224,9.03596918998756e-06
0,27,12,1,0,1,24686.80078125,22558.099609375,22609.19921875,0,0,0,729,144,609438132.813126,508867857.986485,0,0.0173440696593805,0.000885587917153594
0,26,12,1,0,1,25088.400390625,23274.19921875,29554.5,0,0,0,676,144,629427834.160313,541688349.274063,0,0.0190561556173199,0.000770258141862207
0,28,12,1,0,0,25470.5,19693.5,26599.099609375,0,0,0,784,144,648746370.25,387833942.25,0,0.154027185385045,0.01046678693219
0,35,12,1,0,1,25470.5,21483.900390625,26599.099609375,0,0,0,1225,144,648746370.25,461557975.994297,0,-0.000603244906354685,0.000679530720039079
0,32,12,1,0,1,25470.5,22379,31771.099609375,0,0,0,1024,144,648746370.25,500819641,0,0.00512196296098696,0.00074721685977857
0,27,15,1,0,0,25470.5,24169.400390625,29554.5,0,0,0,729,225,648746370.25,584159915.242344,0,0.150756941684967,0.000995838979088451
0,43,12,1,0,1,25470.5,25064.5,25121.400390625,0,0,0,1849,144,648746370.25,628229160.25,0,-0.0231845238535436,8.62643490521357e-05
0,32,16,1,0,1,25470.5,25422.599609375,30145.599609375,0,0,0,1024,256,648746370.25,646308570.898594,0,-0.00267393265290998,4.77924447034197e-05
0,45,12,1,0,1,25470.5,26695.5,27898,0,0,0,2025,144,648746370.25,712649720.25,0,-0.0293339973587259,3.89166224823256e-05
0,45,12,1,0,1,25470.5,26695.5,27898,0,0,0,2025,144,648746370.25,712649720.25,0,-0.0293339973587259,3.89166224823256e-05
0,43,12,1,0,1,26450.099609375,14322.599609375,29554.5,0,0,0,1849,144,699607769.34586,205136859.570469,0,-0.00481864505631445,0.000845430603616952
0,27,12,1,0,1,26450.099609375,18798.400390625,31032.30078125,0,0,0,729,144,699607769.34586,353379857.24625,0,0.0241140276396726,0.00200816989643231
0,31,15,1,0,0,26450.099609375,26854.80078125,25860.19921875,0,0,0,961,225,699607769.34586,721180325.000626,0,0.137002741477185,0.000498038233259633
0,26,17,1,0,0,26842,25243.5,20392.599609375,0,0,0,676,289,720492964,637234292.25,0,0.141191190929462,0.000194035336512069
0,24,12,1,0,1,26842,31688.69921875,33839.8984375,0,0,0,576,144,720492964,1004173658.17641,0,0.0139338336146696,0.000133941362580953
0,48,12,1,0,1,26908.599609375,22558.099609375,36943.19921875,0,0,0,2304,144,724072732.937656,508867857.986485,0,-0.0281762651189956,4.36748328287914e-05
0,21,12,1,0,1,27037.900390625,16560.5,20688.19921875,0,0,0,441,144,731048057.53336,274250160.25,0,0.0450424213807913,0.00278933396701145
0,44,12,1,0,1,27429.69921875,21483.900390625,22609.19921875,0,0,0,1936,144,752388399.231094,461557975.994297,0,-0.0189010054723146,0.000152404485132167
0,40,12,1,0,1,27429.69921875,23274.19921875,38420.8984375,0,0,0,1600,144,752388399.231094,541688349.274063,0,-0.0136452085025874,0.000234920519324348
0,26,16,1,0,1,27429.69921875,25064.5,32510,0,0,0,676,256,752388399.231094,628229160.25,0,0.0140686799271748,6.70108571567875e-05
0,55,17,1,0,1,27429.69921875,26854.80078125,17806.599609375,0,0,0,3025,289,752388399.231094,721180325.000626,0,-0.0554816167855873,1.05234900965714e-07
0,30,14,1,0,1,27429.69921875,26892.400390625,20688.19921875,0,0,0,900,196,752388399.231094,723201198.769688,0,0.00744806302390149,0.000144562427061416
0,27,13,1,0,1,27429.69921875,30435.5,24973.599609375,0,0,0,729,169,752388399.231094,926319660.25,0,0.0102810309320067,0.000122617431789678
0,26,13,1,0,1,28105.69921875,37596.80078125,58653.8984375,0,0,0,676,169,789930328.574844,1413519428.985,0,0.00569394633937244,2.86269378200574e-05
0,29,16,1,0,1,28409.400390625,32225.80078125,29554.5,0,0,0,841,256,807094030.554844,1038502235.99281,0,-0.00262522899930426,1.46751011415487e-05
0,29,12,1,0,0,29193.099609375,15396.7998046875,31032.30078125,0,0,0,841,144,852237064.802891,237061444.225625,0,0.160675159909249,0.0270998935823773
0,50,12,1,0,1,29193.099609375,17903.19921875,25121.400390625,0,0,0,2500,144,852237064.802891,320524542.266251,0,-0.0228135440307567,6.93219425174529e-05
0,37,12,1,0,1,29389,22379,19210.400390625,0,0,0,1369,144,863713321,500819641,0,-0.00480688365110704,0.000481906313369433
0,37,12,1,0,1,29389,22379,19210.400390625,0,0,0,1369,144,863713321,500819641,0,-0.00480688365110704,0.000481906313369433
0,46,12,1,0,1,29389,30435.5,22165.900390625,0,0,0,2116,144,863713321,926319660.25,0,-0.0342796746597694,1.53783304091579e-05
0,37,12,1,0,1,29389,32225.80078125,44331.80078125,0,0,0,1369,144,863713321,1038502235.99281,0,-0.0180790165422182,6.18566356375504e-05
0,47,14,1,0,1,29391,27750,36647.6015625,0,0,0,2209,196,863830881,770062500,0,-0.0295146710512114,8.75261096985714e-06
0,35,15,1,0,1,29477.19921875,34098.5,19062.69921875,0,0,0,1225,225,868905273.781876,1162707702.25,0,-0.0143812020041112,1.28561940198848e-05
0,35,15,1,0,1,29477.19921875,34098.5,19062.69921875,0,0,0,1225,225,868905273.781876,1162707702.25,0,-0.0143812020041112,1.28561940198848e-05
0,30,12,1,0,1,30758.5,35448.3984375,48247.80078125,0,0,0,900,144,946085322.25,1256588951.78375,0,-0.00407183275005584,6.47848740495821e-05
0,28,15,1,0,1,30768.30078125,33486.19921875,30828.30078125,0,0,0,784,225,946688332.965469,1121325538.11781,0,0.00428047260762154,2.48196663089413e-05
0,44,16,1,0,1,31644.099609375,30621.69921875,23495.900390625,0,0,0,1936,256,1001349040.08805,937688463.043594,0,-0.0326430624845033,3.16153004398458e-06
0,28,12,1,0,1,32327.900390625,32225.80078125,39898.6015625,0,0,0,784,144,1045093143.66617,1038502235.99281,0,0.00552706995893406,0.000145485692864992
0,41,16,1,0,1,33307.5,23274.19921875,22165.900390625,0,0,0,1681,256,1109389556.25,541688349.274063,0,-0.0155068378928357,2.96748226152906e-05
0,41,16,1,0,1,33307.5,23274.19921875,22165.900390625,0,0,0,1681,256,1109389556.25,541688349.274063,0,-0.0155068378928357,2.96748226152906e-05
0,41,16,1,0,1,33307.5,23274.19921875,22165.900390625,0,0,0,1681,256,1109389556.25,541688349.274063,0,-0.0155068378928357,2.96748226152906e-05
0,33,17,1,0,1,33307.5,29540.30078125,17732.69921875,0,0,0,1089,289,1109389556.25,872629370.246719,0,-0.0131710594159095,1.12754557743848e-05
0,32,13,1,0,1,33307.5,37596.80078125,46891.19921875,0,0,0,1024,169,1109389556.25,1413519428.985,0,-0.00660084302209901,2.81914406235943e-05
0,28,12,1,0,1,33503.5,26854.80078125,25121.400390625,0,0,0,784,144,1122484512.25,721180325.000626,0,0.0130862174905558,0.000471228305678848
0,25,14,1,0,1,33699.3984375,17724.19921875,25121.400390625,0,0,0,625,196,1135649455.04938,314147237.945938,0,0.0387246872469701,0.00139041696329957
0,38,12,1,0,1,34483.1015625,23632.30078125,19210.400390625,0,0,0,1444,144,1189084293.36969,558485640.215469,0,-0.00554769702072123,0.000404800003906763
0,38,12,1,0,1,35266.80078125,25064.5,36943.19921875,0,0,0,1444,144,1243747237.34438,628229160.25,0,-0.0070279743130085,0.000314289204752904
0,25,14,1,0,1,35266.80078125,25601.599609375,33101.1015625,0,0,0,625,196,1243747237.34438,655441902.55875,0,0.0274294407848198,0.000290759419445957
0,53,12,1,0,1,35266.80078125,42967.69921875,35465.3984375,0,0,0,2809,144,1243747237.34438,1846223176.15297,0,-0.0538961685972369,1.93179532659796e-07
0,28,12,1,0,1,39185.30078125,36776.80078125,34726.6015625,0,0,0,784,144,1535487797.31703,1352533075.70375,0,0.00662756670583582,8.82069808289284e-05
0,29,13,1,0,1,39185.30078125,37596.80078125,38420.8984375,0,0,0,841,169,1535487797.31703,1413519428.985,0,0.00605809132447827,4.92648253710682e-05
0,38,12,1,0,1,40570.5,10741.900390625,27190.19921875,0,0,0,1444,144,1645965470.25,115388424.00211,0,0.0231305603016129,0.00954028537021354
0,36,12,1,0,1,41732.3984375,37596.80078125,31032.30078125,0,0,0,1296,144,1741593079.34625,1413519428.985,0,-0.0109422977681803,5.07838648290644e-05
0,30,12,1,0,1,43103.8984375,21483.900390625,26599.099609375,0,0,0,900,144,1857946060.51031,461557975.994297,0,0.0252362651208643,0.00278643499351324
0,29,17,1,0,1,50940.8984375,41177.3984375,39603.1015625,0,0,0,841,289,2594975133.61969,1695578142.08063,0,0.00552813422341007,6.90759024236641e-06
0,48,17,1,0,1,58778,51842.3984375,59109.1015625,0,0,0,2304,289,3454853284,2687634275.7525,0,-0.0272479677448878,1.32849593517366e-07
0,54,3,1,0,0,0,0,221.658996582031,1,1,1,2916,9,0,0,1,0.651441044005416,0.0596467009353279
0,54,3,1,0,1,0,0,0,1,1,1,2916,9,0,0,1,0.517003363043003,0.00954753182088199
0,54,3,1,0,1,0,0,0,1,1,1,2916,9,0,0,1,0.517003363043003,0.00954753182088199
0,54,3,1,0,1,0,0,0,1,1,1,2916,9,0,0,1,0.517003363043003,0.00954753182088199
0,53,4,1,0,0,0,0,0,1,1,1,2809,16,0,0,1,0.677305572964168,0.127511797986616
0,51,4,1,0,1,0,0,0,1,1,1,2601,16,0,0,1,0.546027428591096,0.0411293585366952
0,51,5,1,0,0,0,0,0,1,1,1,2601,25,0,0,1,0.702418377303556,0.294206953007631
0,46,6,1,0,1,0,0,0,1,1,1,2116,36,0,0,1,0.596193013428678,0.260691550252468
0,41,6,1,0,1,0,0,0,1,1,1,1681,36,0,0,1,0.605929185094045,0.515969804040183
0,45,7,1,0,1,0,0,11821.7998046875,1,1,1,2025,49,0,0,1,0.615214373190551,0.354554523668674
0,55,8,1,0,1,0,0,0,1,1,1,3025,64,0,0,1,0.613316312435212,0.0283005211814053
0,53,8,1,0,1,0,0,0,1,1,1,2809,64,0,0,1,0.616302923830012,0.0558690234273066
0,45,9,1,0,1,0,0,0,1,1,1,2025,81,0,0,1,0.642346529656728,0.378568784522847
0,45,9,1,0,1,0,0,0,1,1,1,2025,81,0,0,1,0.642346529656728,0.378568784522847
0,23,9,1,0,0,0,0,218.703994750977,1,1,1,529,81,0,0,1,0.828658707361591,0.973525517852994
0,54,10,1,0,1,0,0,0,1,1,1,2916,100,0,0,1,0.637127479225496,0.0367853029857689
0,54,10,1,0,1,0,0,0,1,1,1,2916,100,0,0,1,0.637127479225496,0.0367853029857689
0,25,11,1,0,0,0,0,3694.32006835938,1,1,1,625,121,0,0,1,0.840625015066882,0.966878912327566
0,23,11,1,0,0,0,0,0,1,1,1,529,121,0,0,1,0.846205504379817,0.965164820856942
0,23,11,1,0,0,0,0,0,1,1,1,529,121,0,0,1,0.846205504379817,0.965164820856942
0,52,10,1,0,1,0,0,0,1,1,1,2704,100,0,0,1,0.640200553217567,0.0703295671087301
0,43,9,1,0,1,0,0,0,1,1,1,1849,81,0,0,1,0.646197767024239,0.489893773370634
0,54,4,1,0,1,0,0,0,1,1,1,2916,16,0,0,1,0.541352970655037,0.0154387498949183
0,49,4,1,0,1,0,0,0,1,1,1,2401,16,0,0,1,0.549359890374981,0.0729922770499432
0,21,8,1,0,0,0,895.161010742188,2305.25,1,0,1,441,64,0,801313.235152975,1,0.819802771271728,0.964568903900921
0,21,11,1,0,0,0,9846.76953125,5615.35986328125,1,0,1,441,121,0,96958870.2015533,1,0.829200353098144,0.749453414099205
0,43,3,1,0,1,17.6333999633789,0,0,0,1,1,1849,9,310.936794268491,0,0,-0.0342264072931347,0.0253514842840351
0,52,6,1,0,1,235.111999511719,1246.06005859375,1477.72998046875,0,0,1,2704,36,55277.6523143984,1552665.66962266,0,0.0123645324014092,0.00537601568279437
0,52,7,1,0,0,293.890014648438,5012.89990234375,0,0,0,1,2704,49,86371.3407100588,25129165.430918,0,0.15491490542288,0.0187057110408385
0,29,11,1,0,1,783.706970214844,0,23643.599609375,0,1,1,841,121,614196.61516333,0,0,0.12461642986952,0.315274509730707
0,31,6,1,0,0,1410.67004394531,555,16059.900390625,0,0,1,961,36,1989989.97288467,308025,0,0.190242424415471,0.691803450581692
0,23,10,1,0,0,1469.44995117188,5370.97021484375,0,0,0,1,529,100,2159283.15899903,28847321.0487387,0,0.254206216109953,0.515973785592528
0,19,11,1,0,0,1567.41003417969,0,0,0,1,1,361,121,2456774.21524717,0,0,0.286313682381171,0.683437916105054
0,35,9,1,0,0,1567.41003417969,5370.97021484375,5910.91015625,0,0,1,1225,81,2456774.21524717,28847321.0487387,0,0.213266854308098,0.42551602770227
0,21,10,1,0,0,1567.41003417969,8145.97021484375,8275.26953125,0,0,1,441,100,2456774.21524717,66356830.7411215,0,0.253686339201094,0.344048752000298
0,41,8,1,0,1,1716.31994628906,8378.7099609375,7388.6298828125,0,0,1,1681,64,2945754.15802969,70202780.6095133,0,0.0465334006277246,0.0228071650252217
0,41,8,1,0,1,1716.31994628906,8378.7099609375,7388.6298828125,0,0,1,1681,64,2945754.15802969,70202780.6095133,0,0.0465334006277246,0.0228071650252217
0,20,8,1,0,0,1880.90002441406,3652.26000976562,1018.15002441406,0,0,1,400,64,3537784.90184082,13339003.1789332,0,0.244236993100607,0.577175633692817
0,30,9,1,0,0,1959.27001953125,162.919006347656,16809.099609375,0,0,1,900,81,3838739.00943398,26542.6026293077,0,0.237591132926995,0.767998974065739
0,29,10,1,0,0,2037.64001464844,2685.47998046875,0,0,0,1,841,100,4151976.82929648,7211802.72549844,0,0.243843679276926,0.644133842045996
0,22,11,1,0,0,2351.1201171875,0,879.247009277344,0,1,1,484,121,5527765.80544376,0,0,0.276875793664888,0.712252329939563
0,25,10,1,0,0,2838.97998046875,5370.97021484375,11437.599609375,0,0,1,625,100,8059807.32950234,28847321.0487387,0,0.24756700754425,0.496666745561832
0,20,8,1,0,0,2938.89990234375,1838.66003417969,1226.51000976562,0,0,1,400,64,8637132.6359961,3380670.72128965,0,0.247793928847317,0.646731682743341
0,40,4,1,0,0,2962.40991210938,1933.55004882812,1034.41003417969,0,0,1,1600,16,8775872.48736387,3738615.79132324,0,0.123492765377482,0.198150267087655
0,22,9,1,0,0,3134.830078125,4345.10986328125,13299.5,0,0,1,484,81,9827159.61871719,18879979.723984,0,0.248188134978188,0.544110367569724
0,24,10,1,0,0,3152.4599609375,3902.89990234375,7447.740234375,0,0,1,576,100,9938003.80531406,15232627.6477149,0,0.253517250319793,0.563444540116072
0,19,6,1,0,0,3526.67993164062,0,0,0,1,1,361,36,12437471.3402367,0,0,0.22299668208596,0.638983628535542
0,50,10,1,0,1,3526.67993164062,0,0,0,1,1,2500,100,12437471.3402367,0,0,0.0703975174113014,0.0118230307742589
0,38,3,1,0,1,3722.61010742188,5729.02978515625,17732.69921875,0,0,1,1444,9,13857826.0118795,32821782.2792075,0,-0.0405058620723243,0.0130295045661644
0,38,3,1,0,1,3722.61010742188,5729.02978515625,17732.69921875,0,0,1,1444,9,13857826.0118795,32821782.2792075,0,-0.0405058620723243,0.0130295045661644
0,43,10,1,0,1,3918.53002929688,2148.38989257812,0,0,0,1,1849,100,15354877.5905014,4615579.13053185,0,0.077525536197394,0.0426726936965641
0,30,6,1,0,1,3918.53002929688,3401.61010742188,4433.18017578125,0,0,1,900,36,15354877.5905014,11570951.3229147,0,0.0494968776115874,0.133933821129636
0,35,10,1,0,1,3918.53002929688,3795.47998046875,7802.39990234375,0,0,1,1225,100,15354877.5905014,14405668.2821391,0,0.0907144929662555,0.104017549656984
0,35,10,1,0,1,3918.53002929688,3795.47998046875,7802.39990234375,0,0,1,1225,100,15354877.5905014,14405668.2821391,0,0.0907144929662555,0.104017549656984
0,35,10,1,0,1,3918.53002929688,3795.47998046875,7802.39990234375,0,0,1,1225,100,15354877.5905014,14405668.2821391,0,0.0907144929662555,0.104017549656984
0,44,11,1,0,1,3918.53002929688,5370.97021484375,2955.44995117188,0,0,1,1936,121,15354877.5905014,28847321.0487387,0,0.0755438277194017,0.0145189166419366
0,23,10,1,0,0,3918.53002929688,7161.2900390625,6649.77001953125,0,0,1,529,100,15354877.5905014,51284075.0235758,0,0.248342346219752,0.366645047048523
0,41,8,1,0,1,3918.53002929688,11171.599609375,5910.91015625,0,0,1,1681,64,15354877.5905014,124804637.832188,0,0.0390297072235048,0.0103865426291529
0,39,5,1,0,1,4051.76000976562,13427.400390625,14629.5,0,0,1,1521,25,16416759.1767359,180295081.250156,0,-0.0128436492562242,0.00503821770201693
0,39,5,1,0,1,4051.76000976562,13427.400390625,14629.5,0,0,1,1521,25,16416759.1767359,180295081.250156,0,-0.0128436492562242,0.00503821770201693
0,39,5,1,0,1,4051.76000976562,13427.400390625,14629.5,0,0,1,1521,25,16416759.1767359,180295081.250156,0,-0.0128436492562242,0.00503821770201693
0,25,11,1,0,0,4055.67993164062,11637.099609375,0,0,0,1,625,121,16448539.7079125,135422087.318516,0,0.240760792902238,0.160474060438177
0,38,9,1,0,1,4228.10009765625,7941.8701171875,11245.5,0,0,1,1444,81,17876830.4358008,63073300.9582758,0,0.0643680326504382,0.0330312778825311
0,50,9,1,0,1,4333.89990234375,7469.22998046875,6383.77978515625,0,0,1,2500,81,18782688.3635352,55789396.5011332,0,0.0422254749635216,0.00243505469438115
0,22,11,1,0,1,4449.490234375,6187.35009765625,14570.400390625,0,0,1,484,121,19797963.3457985,38283301.2309668,0,0.126154187918438,0.0757624188251102
0,19,10,1,0,0,4702.240234375,3437.419921875,2364.36010742188,0,0,1,361,100,22111063.2217751,11815855.7193031,0,0.268044443789896,0.483251107940616
0,25,10,1,0,1,4702.240234375,4282.4501953125,4947.43017578125,0,0,1,625,100,22111063.2217751,18339379.6753321,0,0.114354737739565,0.138878779430157
0,47,6,1,0,1,4702.240234375,4296.77001953125,13481.2998046875,0,0,1,2209,36,22111063.2217751,18462232.6007426,0,0.0100846174921495,0.00808917802197562
0,24,8,1,0,1,4898.169921875,5370.97021484375,8127.5,0,0,1,576,64,23992068.5835609,28847321.0487387,0,0.0921370602532362,0.118637313089867
0,44,11,1,0,0,5172.4599609375,6266.1298828125,0,0,0,1,1936,121,26754342.0475016,39264383.7082758,0,0.20712246613956,0.0671838712522147
0,24,11,1,0,1,5427.169921875,0,1329.94995117188,0,1,1,576,121,29454173.3609047,0,0,0.134650878711469,0.23762030400314
0,19,11,1,0,1,5485.9501953125,7590.97021484375,11348.900390625,0,0,1,361,121,30095649.5454493,57622828.802645,0,0.131193040623871,0.0431522595762061
0,22,11,1,0,0,5485.9501953125,13427.400390625,8866.3603515625,0,0,1,484,121,30095649.5454493,180295081.250156,0,0.244719948535804,0.0952332158607366
0,30,6,1,0,1,5681.8701171875,0,0,0,1,1,900,36,32283648.0285883,0,0,0.0566929508104094,0.21849374690597
0,50,10,1,0,1,5681.8701171875,0,0,0,1,1,2500,100,32283648.0285883,0,0,0.0689863861768066,0.00990583846412085
0,26,8,1,0,1,5681.8701171875,4296.77001953125,7093.08984375,0,0,1,676,64,32283648.0285883,18462232.6007426,0,0.0886427546472439,0.140709127235612
0,46,6,1,0,0,5838.6201171875,9678.48046875,7873.330078125,0,0,1,2116,36,34089484.8728266,93672984.1839752,0,0.133671979971686,0.0195837861227987
0,38,10,1,0,1,5877.7998046875,0,0,0,1,1,1444,100,34548530.5439844,0,0,0.0919766441808488,0.131396414659659
0,24,9,1,0,0,5877.7998046875,5370.97021484375,13299.5,0,0,1,576,81,34548530.5439844,28847321.0487387,0,0.238338295741528,0.451253665196118
0,55,3,1,0,1,5877.7998046875,5370.97021484375,4137.6298828125,0,0,1,3025,9,34548530.5439844,28847321.0487387,0,-0.071976878319357,0.000145456786230735
0,40,5,1,0,1,5877.7998046875,5370.97021484375,22165.900390625,0,0,1,1600,25,34548530.5439844,28847321.0487387,0,0.00094063412068833,0.0202526103529739
0,25,9,1,0,1,5877.7998046875,6266.1298828125,12560.7001953125,0,0,1,625,81,34548530.5439844,39264383.7082758,0,0.0990975244218776,0.0951218069220735
0,43,7,1,0,1,5877.7998046875,6815.759765625,295.545013427734,0,0,1,1849,49,34548530.5439844,46454581.1827126,0,0.0282905273000228,0.0135509233817057
0,18,11,1,0,0,5877.7998046875,6932.1298828125,9457.4501953125,0,0,1,324,121,34548530.5439844,48054424.712182,0,0.269879000818063,0.231528139450534
0,28,7,1,0,1,5877.7998046875,8142.39013671875,1477.72998046875,0,0,1,784,49,34548530.5439844,66298517.1385348,0,0.0597665522044191,0.0586314431953365
0,52,4,1,0,1,5877.7998046875,11637.099609375,22165.900390625,0,0,1,2704,16,34548530.5439844,135422087.318516,0,-0.0565993398317114,0.000175360648913402
0,22,8,1,0,1,5877.7998046875,12031,857.080993652344,0,0,1,484,64,34548530.5439844,144744961,0,0.0828896003282095,0.0268922841423326
0,34,7,1,0,1,5877.7998046875,12532.2998046875,14777.2998046875,0,0,1,1156,49,34548530.5439844,157058538.39457,0,0.0357176755505498,0.0164452729717045
0,31,9,1,0,1,6024.75,5621.60986328125,10196.2998046875,0,0,1,961,81,36297612.5625,31602497.454941,0,0.0847682941149632,0.093391274565583
0,27,8,1,0,0,6269.64990234375,6624.18994140625,7388.6298828125,0,0,1,729,64,39308509.897959,43879892.3798277,0,0.214726849204141,0.382882137611901
0,32,11,1,0,1,6524.35986328125,0,930.968017578125,0,1,1,1024,121,42567271.6255953,0,0,0.113066581309287,0.190502531281754
0,49,5,1,0,0,6583.14013671875,5729.02978515625,12560.7001953125,0,0,1,2401,25,43337734.0596774,32821782.2792075,0,0.11701792550355,0.0143340750928343
0,33,8,1,0,1,6661.509765625,8579.23046875,9169.2900390625,0,0,1,1089,64,44375712.3575172,73603195.4359283,0,0.0605894557520497,0.0426833390236815
0,26,8,1,0,1,6857.43017578125,3580.64990234375,1994.93005371094,0,0,1,676,64,47024348.6157153,12821053.7231543,0,0.089653074187918,0.148916788630006
0,20,10,1,0,1,6857.43017578125,6831.8701171875,9457.4501953125,0,0,1,400,100,47024348.6157153,46674449.2981195,0,0.121518543759871,0.0591656384751565
0,45,8,1,0,1,6857.43017578125,9537.0498046875,9408.6904296875,0,0,1,2025,64,47024348.6157153,90955318.9770899,0,0.0327369702415564,0.00496734398913841
0,33,11,1,0,1,6857.43017578125,11637.099609375,0,0,0,1,1089,121,47024348.6157153,135422087.318516,0,0.0840112251629855,0.016981034734404
0,41,3,1,0,1,6990.66015625,3222.580078125,9497.349609375,0,0,1,1681,9,48869329.4201813,10385022.3599281,0,-0.0430460318585975,0.0103759342048474
0,25,7,1,0,1,7131.72998046875,10741.900390625,8866.3603515625,0,0,1,625,49,50861572.5143168,115388424.00211,0,0.0616045983484426,0.032020090234758
0,35,11,1,0,1,7335.490234375,8557.740234375,7388.6298828125,0,0,1,1225,121,53809416.978611,73234917.9190407,0,0.0854712107068792,0.025701041030539
0,35,11,1,0,1,7335.490234375,8557.740234375,7388.6298828125,0,0,1,1225,121,53809416.978611,73234917.9190407,0,0.0854712107068792,0.025701041030539
0,41,4,1,0,0,7494.2001953125,5370.97021484375,5910.91015625,0,0,1,1681,16,56163036.5674219,28847321.0487387,0,0.110452229308041,0.0637829504103717
0,36,6,1,0,0,7494.2001953125,7447.740234375,4433.18017578125,0,0,1,1296,36,56163036.5674219,55468834.5987282,0,0.158112250214321,0.159658092718085
0,52,5,1,0,1,7523.580078125,4296.77001953125,2216.59008789062,0,0,1,2704,25,56604257.1919594,18462232.6007426,0,-0.019553336543667,0.00110883464306811
0,52,5,1,0,1,7523.580078125,4296.77001953125,2216.59008789062,0,0,1,2704,25,56604257.1919594,18462232.6007426,0,-0.019553336543667,0.00110883464306811
0,29,10,1,0,1,7641.14013671875,8122.68994140625,5910.91015625,0,0,1,841,100,58387022.5889742,65978091.8842223,0,0.0933463079616743,0.0511252629476823
0,42,10,1,0,0,7837.06982421875,1718.7099609375,0,0,0,1,1764,100,61419663.4296801,2953963.92982578,0,0.212677337533806,0.226780078517549
