treat,age,edu,black,hisp,married,re74,re75,re78,u74,u75,nodegree
0,37,15,1,0,0,21551.900390625,19210.19921875,17732.69921875,0,0,0
0,41,12,1,0,1,21551.900390625,24885.5,21427,0,0,0
0,35,13,1,0,1,21551.900390625,25959.69921875,26423.19921875,0,0,0
0,24,14,1,0,1,21869.30078125,26353.5,18767.099609375,0,0,0
0,26,14,1,0,1,21943.80078125,25959.69921875,36943.19921875,0,0,0
0,30,17,1,0,1,22139.69921875,27929,33248.80078125,0,0,0
0,25,12,1,0,1,22139.69921875,33300,29554.5,0,0,0
0,29,12,1,0,1,22531.599609375,18619.400390625,23643.599609375,0,0,0
0,24,12,1,0,0,22531.599609375,26854.80078125,29554.5,0,0,0
0,31,12,1,0,1,22727.5,1503.8699951171875,27781.30078125,0,0,0
0,33,12,1,0,1,23511.19921875,14322.599609375,23643.599609375,0,0,0
0,28,16,1,0,1,23511.19921875,16112.900390625,22018.099609375,0,0,0
0,43,12,1,0,1,23511.19921875,19421.400390625,13559.599609375,0,0,0
0,37,17,1,0,1,23511.19921875,19693.5,76841.796875,0,0,0
0,37,17,1,0,1,23511.19921875,19693.5,76841.796875,0,0,0
0,42,12,1,0,0,23511.19921875,21483.900390625,22165.900390625,0,0,0
0,26,12,1,0,1,23511.19921875,21483.900390625,31623.30078125,0,0,0
0,33,12,1,0,1,23511.19921875,23274.19921875,36943.19921875,0,0,0
0,47,14,1,0,1,23511.19921875,25565.80078125,23974.599609375,0,0,0
0,51,12,1,0,1,23511.19921875,25601.599609375,25121.400390625,0,0,0
0,47,12,1,0,1,23511.19921875,32225.80078125,17732.69921875,0,0,0
0,45,12,1,0,1,24490.80078125,21483.900390625,28076.80078125,0,0,0
0,35,13,1,0,1,24490.80078125,23274.19921875,25121.400390625,0,0,0
0,26,14,1,0,1,24490.80078125,25718,26643.400390625,0,0,0
0,43,12,1,0,1,24490.80078125,29355.900390625,35465.3984375,0,0,0
0,43,13,1,0,1,24490.80078125,34016.1015625,39898.6015625,0,0,0
0,27,12,1,0,1,24686.80078125,22558.099609375,22609.19921875,0,0,0
0,26,12,1,0,1,25088.400390625,23274.19921875,29554.5,0,0,0
0,28,12,1,0,0,25470.5,19693.5,26599.099609375,0,0,0
0,35,12,1,0,1,25470.5,21483.900390625,26599.099609375,0,0,0
0,32,12,1,0,1,25470.5,22379,31771.099609375,0,0,0
0,27,15,1,0,0,25470.5,24169.400390625,29554.5,0,0,0
0,43,12,1,0,1,25470.5,25064.5,25121.400390625,0,0,0
0,32,16,1,0,1,25470.5,25422.599609375,30145.599609375,0,0,0
0,45,12,1,0,1,25470.5,26695.5,27898,0,0,0
0,45,12,1,0,1,25470.5,26695.5,27898,0,0,0
0,43,12,1,0,1,26450.099609375,14322.599609375,29554.5,0,0,0
0,27,12,1,0,1,26450.099609375,18798.400390625,31032.30078125,0,0,0
0,31,15,1,0,0,26450.099609375,26854.80078125,25860.19921875,0,0,0
0,26,17,1,0,0,26842,25243.5,20392.599609375,0,0,0
0,24,12,1,0,1,26842,31688.69921875,33839.8984375,0,0,0
0,48,12,1,0,1,26908.599609375,22558.099609375,36943.19921875,0,0,0
0,21,12,1,0,1,27037.900390625,16560.5,20688.19921875,0,0,0
0,44,12,1,0,1,27429.69921875,21483.900390625,22609.19921875,0,0,0
0,40,12,1,0,1,27429.69921875,23274.19921875,38420.8984375,0,0,0
0,26,16,1,0,1,27429.69921875,25064.5,32510,0,0,0
0,55,17,1,0,1,27429.69921875,26854.80078125,17806.599609375,0,0,0
0,30,14,1,0,1,27429.69921875,26892.400390625,20688.19921875,0,0,0
0,27,13,1,0,1,27429.69921875,30435.5,24973.599609375,0,0,0
0,26,13,1,0,1,28105.69921875,37596.80078125,58653.8984375,0,0,0
0,29,16,1,0,1,28409.400390625,32225.80078125,29554.5,0,0,0
0,29,12,1,0,0,29193.099609375,15396.7998046875,31032.30078125,0,0,0
0,50,12,1,0,1,29193.099609375,17903.19921875,25121.400390625,0,0,0
0,37,12,1,0,1,29389,22379,19210.400390625,0,0,0
0,37,12,1,0,1,29389,22379,19210.400390625,0,0,0
0,46,12,1,0,1,29389,30435.5,22165.900390625,0,0,0
0,37,12,1,0,1,29389,32225.80078125,44331.80078125,0,0,0
0,47,14,1,0,1,29391,27750,36647.6015625,0,0,0
0,35,15,1,0,1,29477.19921875,34098.5,19062.69921875,0,0,0
0,35,15,1,0,1,29477.19921875,34098.5,19062.69921875,0,0,0
0,30,12,1,0,1,30758.5,35448.3984375,48247.80078125,0,0,0
0,28,15,1,0,1,30768.30078125,33486.19921875,30828.30078125,0,0,0
0,44,16,1,0,1,31644.099609375,30621.69921875,23495.900390625,0,0,0
0,28,12,1,0,1,32327.900390625,32225.80078125,39898.6015625,0,0,0
0,41,16,1,0,1,33307.5,23274.19921875,22165.900390625,0,0,0
0,41,16,1,0,1,33307.5,23274.19921875,22165.900390625,0,0,0
0,41,16,1,0,1,33307.5,23274.19921875,22165.900390625,0,0,0
0,33,17,1,0,1,33307.5,29540.30078125,17732.69921875,0,0,0
0,32,13,1,0,1,33307.5,37596.80078125,46891.19921875,0,0,0
0,28,12,1,0,1,33503.5,26854.80078125,25121.400390625,0,0,0
0,25,14,1,0,1,33699.3984375,17724.19921875,25121.400390625,0,0,0
0,38,12,1,0,1,34483.1015625,23632.30078125,19210.400390625,0,0,0
0,38,12,1,0,1,35266.80078125,25064.5,36943.19921875,0,0,0
0,25,14,1,0,1,35266.80078125,25601.599609375,33101.1015625,0,0,0
0,53,12,1,0,1,35266.80078125,42967.69921875,35465.3984375,0,0,0
0,28,12,1,0,1,39185.30078125,36776.80078125,34726.6015625,0,0,0
0,29,13,1,0,1,39185.30078125,37596.80078125,38420.8984375,0,0,0
0,38,12,1,0,1,40570.5,10741.900390625,27190.19921875,0,0,0
0,36,12,1,0,1,41732.3984375,37596.80078125,31032.30078125,0,0,0
0,30,12,1,0,1,43103.8984375,21483.900390625,26599.099609375,0,0,0
0,29,17,1,0,1,50940.8984375,41177.3984375,39603.1015625,0,0,0
0,48,17,1,0,1,58778,51842.3984375,59109.1015625,0,0,0
0,54,3,1,0,0,0,0,221.65899658203125,1,1,1
0,54,3,1,0,1,0,0,0,1,1,1
0,54,3,1,0,1,0,0,0,1,1,1
0,54,3,1,0,1,0,0,0,1,1,1
0,53,4,1,0,0,0,0,0,1,1,1
0,51,4,1,0,1,0,0,0,1,1,1
0,51,5,1,0,0,0,0,0,1,1,1
0,46,6,1,0,1,0,0,0,1,1,1
0,41,6,1,0,1,0,0,0,1,1,1
0,45,7,1,0,1,0,0,11821.7998046875,1,1,1
0,55,8,1,0,1,0,0,0,1,1,1
0,53,8,1,0,1,0,0,0,1,1,1
0,45,9,1,0,1,0,0,0,1,1,1
0,45,9,1,0,1,0,0,0,1,1,1
0,23,9,1,0,0,0,0,218.70399475097656,1,1,1
0,54,10,1,0,1,0,0,0,1,1,1
0,54,10,1,0,1,0,0,0,1,1,1
0,25,11,1,0,0,0,0,3694.320068359375,1,1,1
0,23,11,1,0,0,0,0,0,1,1,1
0,23,11,1,0,0,0,0,0,1,1,1
0,52,10,1,0,1,0,0,0,1,1,1
0,43,9,1,0,1,0,0,0,1,1,1
0,54,4,1,0,1,0,0,0,1,1,1
0,49,4,1,0,1,0,0,0,1,1,1
0,21,8,1,0,0,0,895.1610107421875,2305.25,1,0,1
0,21,11,1,0,0,0,9846.76953125,5615.35986328125,1,0,1
0,43,3,1,0,1,17.633399963378906,0,0,0,1,1
0,52,6,1,0,1,235.11199951171875,1246.06005859375,1477.72998046875,0,0,1
0,52,7,1,0,0,293.8900146484375,5012.89990234375,0,0,0,1
0,29,11,1,0,1,783.70697021484375,0,23643.599609375,0,1,1
0,31,6,1,0,0,1410.6700439453125,555,16059.900390625,0,0,1
0,23,10,1,0,0,1469.449951171875,5370.97021484375,0,0,0,1
0,19,11,1,0,0,1567.4100341796875,0,0,0,1,1
0,35,9,1,0,0,1567.4100341796875,5370.97021484375,5910.91015625,0,0,1
0,21,10,1,0,0,1567.4100341796875,8145.97021484375,8275.26953125,0,0,1
0,41,8,1,0,1,1716.3199462890625,8378.7099609375,7388.6298828125,0,0,1
0,41,8,1,0,1,1716.3199462890625,8378.7099609375,7388.6298828125,0,0,1
0,20,8,1,0,0,1880.9000244140625,3652.260009765625,1018.1500244140625,0,0,1
0,30,9,1,0,0,1959.27001953125,162.91900634765625,16809.099609375,0,0,1
0,29,10,1,0,0,2037.6400146484375,2685.47998046875,0,0,0,1
0,22,11,1,0,0,2351.1201171875,0,879.24700927734375,0,1,1
0,25,10,1,0,0,2838.97998046875,5370.97021484375,11437.599609375,0,0,1
0,20,8,1,0,0,2938.89990234375,1838.6600341796875,1226.510009765625,0,0,1
0,40,4,1,0,0,2962.409912109375,1933.550048828125,1034.4100341796875,0,0,1
0,22,9,1,0,0,3134.830078125,4345.10986328125,13299.5,0,0,1
0,24,10,1,0,0,3152.4599609375,3902.89990234375,7447.740234375,0,0,1
0,19,6,1,0,0,3526.679931640625,0,0,0,1,1
0,50,10,1,0,1,3526.679931640625,0,0,0,1,1
0,38,3,1,0,1,3722.610107421875,5729.02978515625,17732.69921875,0,0,1
0,38,3,1,0,1,3722.610107421875,5729.02978515625,17732.69921875,0,0,1
0,43,10,1,0,1,3918.530029296875,2148.389892578125,0,0,0,1
0,30,6,1,0,1,3918.530029296875,3401.610107421875,4433.18017578125,0,0,1
0,35,10,1,0,1,3918.530029296875,3795.47998046875,7802.39990234375,0,0,1
0,35,10,1,0,1,3918.530029296875,3795.47998046875,7802.39990234375,0,0,1
0,35,10,1,0,1,3918.530029296875,3795.47998046875,7802.39990234375,0,0,1
0,44,11,1,0,1,3918.530029296875,5370.97021484375,2955.449951171875,0,0,1
0,23,10,1,0,0,3918.530029296875,7161.2900390625,6649.77001953125,0,0,1
0,41,8,1,0,1,3918.530029296875,11171.599609375,5910.91015625,0,0,1
0,39,5,1,0,1,4051.760009765625,13427.400390625,14629.5,0,0,1
0,39,5,1,0,1,4051.760009765625,13427.400390625,14629.5,0,0,1
0,39,5,1,0,1,4051.760009765625,13427.400390625,14629.5,0,0,1
0,25,11,1,0,0,4055.679931640625,11637.099609375,0,0,0,1
0,38,9,1,0,1,4228.10009765625,7941.8701171875,11245.5,0,0,1
0,50,9,1,0,1,4333.89990234375,7469.22998046875,6383.77978515625,0,0,1
0,22,11,1,0,1,4449.490234375,6187.35009765625,14570.400390625,0,0,1
0,19,10,1,0,0,4702.240234375,3437.419921875,2364.360107421875,0,0,1
0,25,10,1,0,1,4702.240234375,4282.4501953125,4947.43017578125,0,0,1
0,47,6,1,0,1,4702.240234375,4296.77001953125,13481.2998046875,0,0,1
0,24,8,1,0,1,4898.169921875,5370.97021484375,8127.5,0,0,1
0,44,11,1,0,0,5172.4599609375,6266.1298828125,0,0,0,1
0,24,11,1,0,1,5427.169921875,0,1329.949951171875,0,1,1
0,19,11,1,0,1,5485.9501953125,7590.97021484375,11348.900390625,0,0,1
0,22,11,1,0,0,5485.9501953125,13427.400390625,8866.3603515625,0,0,1
0,30,6,1,0,1,5681.8701171875,0,0,0,1,1
0,50,10,1,0,1,5681.8701171875,0,0,0,1,1
0,26,8,1,0,1,5681.8701171875,4296.77001953125,7093.08984375,0,0,1
0,46,6,1,0,0,5838.6201171875,9678.48046875,7873.330078125,0,0,1
0,38,10,1,0,1,5877.7998046875,0,0,0,1,1
0,24,9,1,0,0,5877.7998046875,5370.97021484375,13299.5,0,0,1
0,55,3,1,0,1,5877.7998046875,5370.97021484375,4137.6298828125,0,0,1
0,40,5,1,0,1,5877.7998046875,5370.97021484375,22165.900390625,0,0,1
0,25,9,1,0,1,5877.7998046875,6266.1298828125,12560.7001953125,0,0,1
0,43,7,1,0,1,5877.7998046875,6815.759765625,295.5450134277344,0,0,1
0,18,11,1,0,0,5877.7998046875,6932.1298828125,9457.4501953125,0,0,1
0,28,7,1,0,1,5877.7998046875,8142.39013671875,1477.72998046875,0,0,1
0,52,4,1,0,1,5877.7998046875,11637.099609375,22165.900390625,0,0,1
0,22,8,1,0,1,5877.7998046875,12031,857.08099365234375,0,0,1
0,34,7,1,0,1,5877.7998046875,12532.2998046875,14777.2998046875,0,0,1
0,31,9,1,0,1,6024.75,5621.60986328125,10196.2998046875,0,0,1
0,27,8,1,0,0,6269.64990234375,6624.18994140625,7388.6298828125,0,0,1
0,32,11,1,0,1,6524.35986328125,0,930.968017578125,0,1,1
0,49,5,1,0,0,6583.14013671875,5729.02978515625,12560.7001953125,0,0,1
0,33,8,1,0,1,6661.509765625,8579.23046875,9169.2900390625,0,0,1
0,26,8,1,0,1,6857.43017578125,3580.64990234375,1994.9300537109375,0,0,1
0,20,10,1,0,1,6857.43017578125,6831.8701171875,9457.4501953125,0,0,1
0,45,8,1,0,1,6857.43017578125,9537.0498046875,9408.6904296875,0,0,1
0,33,11,1,0,1,6857.43017578125,11637.099609375,0,0,0,1
0,41,3,1,0,1,6990.66015625,3222.580078125,9497.349609375,0,0,1
0,25,7,1,0,1,7131.72998046875,10741.900390625,8866.3603515625,0,0,1
0,35,11,1,0,1,7335.490234375,8557.740234375,7388.6298828125,0,0,1
0,35,11,1,0,1,7335.490234375,8557.740234375,7388.6298828125,0,0,1
0,41,4,1,0,0,7494.2001953125,5370.97021484375,5910.91015625,0,0,1
0,36,6,1,0,0,7494.2001953125,7447.740234375,4433.18017578125,0,0,1
0,52,5,1,0,1,7523.580078125,4296.77001953125,2216.590087890625,0,0,1
0,52,5,1,0,1,7523.580078125,4296.77001953125,2216.590087890625,0,0,1
0,29,10,1,0,1,7641.14013671875,8122.68994140625,5910.91015625,0,0,1
0,42,10,1,0,0,7837.06982421875,1718.7099609375,0,0,0,1
0,22,11,1,0,1,7837.06982421875,5012.89990234375,3694.320068359375,0,0,1
0,27,11,1,0,1,7837.06982421875,5370.97021484375,7388.6298828125,0,0,1
0,42,5,1,0,1,7837.06982421875,7161.2900390625,14777.2998046875,0,0,1
0,42,5,1,0,1,7837.06982421875,7161.2900390625,14777.2998046875,0,0,1
0,28,9,1,0,1,7837.06982421875,8235.48046875,8718.58984375,0,0,1
0,45,9,1,0,1,7837.06982421875,8951.6103515625,8866.3603515625,0,0,1
0,45,6,1,0,1,7837.06982421875,8951.6103515625,9605.2197265625,0,0,1
0,34,9,1,0,1,7837.06982421875,11211,12037.599609375,0,0,1
0,49,5,1,0,1,7944.830078125,7698.39013671875,11993.2001953125,0,0,1
0,27,7,1,0,1,7954.6201171875,7161.2900390625,5910.91015625,0,0,1
0,21,11,1,0,1,8032.990234375,4848.18994140625,8570.8095703125,0,0,1
0,54,6,1,0,1,8354.3095703125,0,0,0,1,1
0,40,9,1,0,1,8424.849609375,6572.27001953125,8866.3603515625,0,0,1
0,41,5,1,0,1,8424.849609375,10741.900390625,8689.0302734375,0,0,1
0,29,10,1,0,1,8464.0302734375,8325,23643.599609375,0,0,1
0,29,10,1,0,1,8659.9599609375,10892.2998046875,51.720401763916016,0,0,1
0,26,10,1,0,1,8816.7001953125,0,7388.6298828125,0,1,1
0,40,8,1,0,1,8816.7001953125,8056.4501953125,7184.7099609375,0,0,1
0,40,7,1,0,1,8816.7001953125,8951.6103515625,11821.7998046875,0,0,1
0,49,7,1,0,0,8816.7001953125,11270.099609375,8969.7998046875,0,0,1
0,50,8,1,0,1,8985.2001953125,9846.76953125,9102.7998046875,0,0,1
0,24,8,1,0,1,9008.7099609375,13033.5,16255,0,0,1
0,24,10,1,0,1,9012.6298828125,6624.18994140625,8955.01953125,0,0,1
0,30,11,1,0,1,9228.150390625,8808.3896484375,17882,0,0,1
0,26,10,1,0,1,9404.48046875,4923.39013671875,17732.69921875,0,0,1
0,50,5,1,0,1,9404.48046875,10136.7998046875,9266.8203125,0,0,1
0,22,10,1,0,1,9717.9599609375,9023.23046875,13299.5,0,0,1
0,40,7,1,0,1,9737.5595703125,8674.1103515625,9221.009765625,0,0,1
0,52,5,1,0,1,9796.330078125,1074.18994140625,0,0,0,1
0,49,5,1,0,1,9796.330078125,5370.97021484375,0,0,0,1
0,20,10,1,0,1,9796.330078125,5370.97021484375,7388.6298828125,0,0,1
0,44,5,1,0,1,9796.330078125,8951.6103515625,8866.3603515625,0,0,1
0,34,9,1,0,1,9796.330078125,8951.6103515625,10344.099609375,0,0,1
0,46,9,1,0,0,9796.330078125,9309.6796875,8866.3603515625,0,0,1
0,47,4,1,0,0,9796.330078125,10741.900390625,5910.91015625,0,0,1
0,24,11,1,0,1,9796.330078125,10741.900390625,13299.5,0,0,1
0,39,5,1,0,1,9796.330078125,10741.900390625,19210.400390625,0,0,1
0,32,11,1,0,0,9796.330078125,14322.599609375,886.635986328125,0,0,1
0,23,11,1,0,1,9980.509765625,6266.1298828125,10344.099609375,0,0,1
0,39,11,1,0,1,9992.259765625,11637.099609375,7260.06982421875,0,0,1
0,41,10,1,0,1,10090.2001953125,14757.599609375,9753,0,0,1
0,32,10,1,0,0,10188.2001953125,8951.6103515625,0,0,0,1
0,40,5,1,0,1,10188.2001953125,12174.2001953125,0,0,0,1
0,37,11,1,0,1,10188.2001953125,13964.5,13299.5,0,0,1
0,37,11,1,0,1,10188.2001953125,13964.5,13299.5,0,0,1
0,50,11,1,0,0,10188.2001953125,17903.19921875,14777.2998046875,0,0,1
0,29,10,1,0,1,10384.099609375,7304.52001953125,11501.099609375,0,0,1
0,28,7,1,0,1,10488,8260.5498046875,8127.5,0,0,1
0,39,9,1,0,1,10580,9667.740234375,11821.7998046875,0,0,1
0,39,9,1,0,1,10580,9667.740234375,11821.7998046875,0,0,1
0,34,8,1,0,1,10580,12532.2998046875,19210.400390625,0,0,1
0,53,7,1,0,1,10584,17525.5,15926.900390625,0,0,1
0,53,7,1,0,1,10584,17525.5,15926.900390625,0,0,1
0,49,10,1,0,1,10776,0,5319.81982421875,0,1,1
0,49,10,1,0,1,10776,0,5319.81982421875,0,1,1
0,47,6,1,0,1,10776,8056.4501953125,0,0,0,1
0,30,9,1,0,1,10776,8951.6103515625,16255,0,0,1
0,31,9,1,0,1,10776,8951.6103515625,5910.91015625,0,0,1
0,44,7,1,0,1,10776,10741.900390625,1078.739990234375,0,0,1
0,48,10,1,0,1,10785.7998046875,5370.97021484375,14895.5,0,0,1
0,27,11,1,0,1,10897.400390625,3938.7099609375,7684.18017578125,0,0,1
0,22,11,1,0,0,10971.900390625,7161.2900390625,7675.31005859375,0,0,1
0,22,11,1,0,0,11069.900390625,5191.93994140625,9605.2197265625,0,0,1
0,26,6,1,0,1,11461.7001953125,9807.3896484375,7979.72021484375,0,0,1
0,22,9,1,0,1,11708.599609375,10419.7001953125,9079.150390625,0,0,1
0,33,6,1,0,1,11739.900390625,5958.18994140625,9788.4599609375,0,0,1
0,34,11,1,0,0,11755.599609375,2148.389892578125,15516.099609375,0,0,1
0,23,11,1,0,1,11755.599609375,5818.5498046875,10048.5,0,0,1
0,25,9,1,0,0,11755.599609375,7161.2900390625,6649.77001953125,0,0,1
0,28,9,1,0,1,11755.599609375,7161.2900390625,11821.7998046875,0,0,1
0,35,11,1,0,1,11755.599609375,8951.6103515625,0,0,0,1
0,29,10,1,0,1,11755.599609375,9780.5302734375,8866.3603515625,0,0,1
0,42,8,1,0,1,11755.599609375,10741.900390625,11821.7998046875,0,0,1
0,47,11,1,0,1,11755.599609375,10741.900390625,14260.099609375,0,0,1
0,39,10,1,0,0,11755.599609375,12532.2998046875,25248.400390625,0,0,1
0,43,8,1,0,1,11755.599609375,12532.2998046875,12930.099609375,0,0,1
0,43,8,1,0,1,11755.599609375,12532.2998046875,12930.099609375,0,0,1
0,28,10,1,0,1,11755.599609375,15217.7001953125,10639.599609375,0,0,1
0,47,11,1,0,1,11755.599609375,16053.7998046875,0,0,0,1
0,53,4,1,0,1,11892.7001953125,8951.6103515625,10344.099609375,0,0,1
0,54,4,1,0,0,11933.900390625,10965.7001953125,11821.7998046875,0,0,1
0,44,7,1,0,1,11967.2001953125,14566.099609375,14147.7998046875,0,0,1
0,54,3,1,0,1,12225.7998046875,9606.8701171875,11821.7998046875,0,0,1
0,34,10,1,0,1,12343.400390625,11637.099609375,9900.76953125,0,0,1
0,48,5,1,0,1,12343.400390625,13606.5,13323.2001953125,0,0,1
0,22,11,1,0,1,12539.2998046875,21483.900390625,13299.5,0,0,1
0,25,10,1,0,1,12696,8951.6103515625,14777.2998046875,0,0,1
0,53,6,1,0,1,12735.2001953125,10741.900390625,13299.5,0,0,1
0,31,6,1,0,0,12735.2001953125,10741.900390625,5910.91015625,0,0,1
0,50,6,1,0,1,13033,4092.679931640625,0,0,0,1
0,31,11,1,0,1,13127.099609375,14859.7001953125,16255,0,0,1
0,21,9,1,0,0,13127.099609375,16327.7001953125,8866.3603515625,0,0,1
0,36,11,1,0,1,13140.7998046875,12532.2998046875,12811.900390625,0,0,1
0,40,10,1,0,1,13244.599609375,19693.5,17732.69921875,0,0,1
0,44,9,1,0,1,13366.099609375,14644.7998046875,12435.099609375,0,0,1
0,46,8,1,0,1,13714.900390625,7089.68017578125,0,0,0,1
0,48,6,1,0,0,13714.900390625,11637.099609375,10604.2001953125,0,0,1
0,50,7,1,0,1,13714.900390625,12532.2998046875,16255,0,0,1
0,50,7,1,0,1,13714.900390625,12532.2998046875,16255,0,0,1
0,26,11,1,0,1,13714.900390625,13248.400390625,11082.900390625,0,0,1
0,30,10,1,0,0,13714.900390625,14322.599609375,2364.360107421875,0,0,1
0,46,10,1,0,1,13714.900390625,16112.900390625,15522,0,0,1
0,50,7,1,0,1,13714.900390625,17903.19921875,16255,0,0,1
0,33,10,1,0,0,13754.099609375,13964.5,16905.19921875,0,0,1
0,53,5,1,0,1,14008.7998046875,2660.419921875,11082.900390625,0,0,1
0,24,10,1,0,1,14482.900390625,10741.900390625,11821.7998046875,0,0,1
0,55,3,1,0,1,14547.599609375,13463.2001953125,10344.099609375,0,0,1
0,41,10,1,0,0,14678.7998046875,15253.5,11821.7998046875,0,0,1
0,25,11,1,0,1,14694.5,6624.18994140625,7107.85986328125,0,0,1
0,23,11,1,0,1,14694.5,13427.400390625,17732.69921875,0,0,1
0,42,11,1,0,0,14694.5,15217.7001953125,11821.7998046875,0,0,1
0,36,7,1,0,1,14694.5,15754.7998046875,19210.400390625,0,0,1
0,39,6,1,0,1,14694.5,16471,28076.80078125,0,0,1
0,53,9,1,0,1,14945.2998046875,13697.7998046875,14186.2001953125,0,0,1
0,53,8,1,0,1,15086.400390625,15649.2001953125,12921.2001953125,0,0,1
0,31,8,1,0,1,15176.5,10851.099609375,19605,0,0,1
0,19,11,1,0,0,15587.900390625,10741.900390625,0,0,0,1
0,31,11,1,0,0,15674.099609375,4316.47021484375,7093.08984375,0,0,1
0,25,11,1,0,0,15674.099609375,6982.259765625,13890.599609375,0,0,1
0,23,11,1,0,1,15674.099609375,8414.51953125,8866.3603515625,0,0,1
0,34,10,1,0,0,15674.099609375,12532.2998046875,25121.400390625,0,0,1
0,37,9,1,0,1,15674.099609375,16112.900390625,19210.400390625,0,0,1
0,53,6,1,0,1,15674.099609375,16112.900390625,9974.650390625,0,0,1
0,35,10,1,0,1,15674.099609375,16471,23643.599609375,0,0,1
0,54,2,1,0,1,15674.099609375,16990.19921875,18096.19921875,0,0,1
0,35,11,1,0,1,15674.099609375,17903.19921875,0,0,0,1
0,41,7,1,0,1,15674.099609375,32225.80078125,11082.900390625,0,0,1
0,51,8,1,0,1,15987.599609375,5800.64990234375,0,0,0,1
0,30,7,1,0,1,15995.5,15387.7998046875,13151.7998046875,0,0,1
0,53,4,1,0,1,16142.400390625,984.677001953125,0,0,0,1
0,48,8,1,0,1,16261.900390625,11637.099609375,5172.0400390625,0,0,1
0,48,8,1,0,1,16261.900390625,11637.099609375,5172.0400390625,0,0,1
0,47,6,1,0,1,16261.900390625,14412.099609375,14260.099609375,0,0,1
0,47,8,1,0,1,16301.099609375,17129.80078125,17732.69921875,0,0,1
0,47,8,1,0,1,16301.099609375,17129.80078125,17732.69921875,0,0,1
0,31,11,1,0,1,16453.900390625,19693.5,14777.2998046875,0,0,1
0,35,10,1,0,0,17045.599609375,14322.599609375,16846.099609375,0,0,1
0,25,7,1,0,0,17045.599609375,16138,11821.7998046875,0,0,1
0,23,11,1,0,1,17116.19921875,10741.900390625,8866.3603515625,0,0,1
0,55,8,1,0,1,17241.5,17903.19921875,16255,0,0,1
0,33,11,1,0,1,17370.900390625,15844.400390625,14753.599609375,0,0,1
0,31,9,1,0,0,17437.5,13427.400390625,11326.7998046875,0,0,1
0,42,8,1,0,0,17633.400390625,10562.900390625,0,0,0,1
0,23,9,1,0,1,17633.400390625,12532.2998046875,14777.2998046875,0,0,1
0,43,11,1,0,1,17633.400390625,14322.599609375,17732.69921875,0,0,1
0,43,11,1,0,1,17633.400390625,14322.599609375,17732.69921875,0,0,1
0,50,9,1,0,1,17633.400390625,16112.900390625,16255,0,0,1
0,25,11,1,0,1,17633.400390625,21483.900390625,26599.099609375,0,0,1
0,44,8,1,0,1,17633.400390625,21483.900390625,19210.400390625,0,0,1
0,36,10,1,0,0,17633.400390625,21483.900390625,17732.69921875,0,0,1
0,40,2,1,0,1,17645.19921875,13427.400390625,8866.3603515625,0,0,1
0,44,5,1,0,1,17688.30078125,17903.19921875,19210.400390625,0,0,1
0,46,11,1,0,1,17868.5,17903.19921875,13326.099609375,0,0,1
0,44,11,1,0,1,17929.30078125,18588.900390625,19210.400390625,0,0,1
0,41,10,1,0,1,18025.30078125,17366.099609375,21427,0,0,1
0,36,11,1,0,1,18025.30078125,21483.900390625,26599.099609375,0,0,1
0,46,3,1,0,1,18319.099609375,14322.599609375,19949.30078125,0,0,1
0,36,10,1,0,1,18417.099609375,16112.900390625,22165.900390625,0,0,1
0,27,8,1,0,1,18417.099609375,22916.099609375,31032.30078125,0,0,1
0,24,11,1,0,0,18613,20230.599609375,31032.30078125,0,0,1
0,34,11,1,0,1,18809,17903.19921875,14777.2998046875,0,0,1
0,33,9,1,0,1,19396.69921875,16112.900390625,19210.400390625,0,0,1
0,20,7,1,0,1,19592.69921875,11637.099609375,14777.2998046875,0,0,1
0,28,11,1,0,1,19592.69921875,12890.2998046875,7130.02978515625,0,0,1
0,44,6,1,0,1,19592.69921875,14322.599609375,5615.35986328125,0,0,1
0,25,5,1,0,1,19592.69921875,16650,28076.80078125,0,0,1
0,30,11,1,0,1,19592.69921875,24547.099609375,22165.900390625,0,0,1
0,43,6,1,0,1,19912,16112.900390625,20688.19921875,0,0,1
0,55,6,1,0,1,19963,26854.80078125,14777.2998046875,0,0,1
0,53,10,1,0,1,20062.900390625,15502.400390625,13299.5,0,0,1
0,40,11,1,0,1,20278.400390625,16112.900390625,19210.400390625,0,0,1
0,50,7,1,0,1,20384.19921875,17008.099609375,17732.69921875,0,0,1
0,38,9,1,0,1,20388.099609375,22407.69921875,16255,0,0,1
0,44,10,1,0,1,20993.5,19190.5,25068.19921875,0,0,1
0,44,10,1,0,1,20993.5,19190.5,25068.19921875,0,0,1
0,34,10,1,0,1,21551.900390625,10083.099609375,18471.599609375,0,0,1
0,48,6,1,0,1,21551.900390625,16112.900390625,17732.69921875,0,0,1
0,41,10,1,0,1,21551.900390625,20767.69921875,25121.400390625,0,0,1
0,33,8,1,0,1,21551.900390625,22379,27485.69921875,0,0,1
0,22,10,1,0,1,21551.900390625,25064.5,31032.30078125,0,0,1
0,54,9,1,0,0,21551.900390625,30435.5,33987.69921875,0,0,1
0,30,10,1,0,1,22335.599609375,0,121174,0,1,1
0,49,4,1,0,1,22968.5,28645.19921875,22165.900390625,0,0,1
0,33,10,1,0,1,23511.19921875,12532.2998046875,18471.599609375,0,0,1
0,52,8,1,0,0,23511.19921875,15217.7001953125,7093.08984375,0,0,1
